No.;Gene name;Oncogene or Tumor Suppresson gene
6019;DTNB;#N/A
6020;SCGB1D1;#N/A
6021;TLR10;#N/A
6022;OSBPL10;#N/A
6023;SV2B;#N/A
6024;KLHL6;x
6025;TGFBR3;#N/A
6026;YIPF2;#N/A
6027;RAPGEF5;#N/A
6028;MED9;#N/A
6029;SERPINA4;#N/A
6030;GBF1;#N/A
6031;RRAS2;x
6032;RYR2;#N/A
6033;LSM11;#N/A
6034;FAM131C;#N/A
6035;KRTAP10-7;#N/A
6036;PSMB10;#N/A
6037;OAS3;#N/A
6038;FGF5;x
6039;TNFAIP1;#N/A
6040;HYPK;#N/A
6041;GYPA;#N/A
6042;BCL11A;#N/A
6043;RBM23;#N/A
6044;CACNG4;#N/A
6045;LOXL1;#N/A
6046;GRIA1;#N/A
6047;TAF8;#N/A
6048;EIF2B5;#N/A
6049;ETV5;x
6050;BBS1;#N/A
6051;KARS1;#N/A
6052;FAM170A;#N/A
6053;DDX24;#N/A
6054;SGPP1;#N/A
6055;JMJD8;#N/A
6056;UBE2J2;#N/A
6057;GTF3C2;#N/A
6058;NKD1;#N/A
6059;GTF3C4;#N/A
6060;MELTF;#N/A
6061;PARP11;#N/A
6062;F7;#N/A
6063;CABIN1;#N/A
6064;TAF11;#N/A
6065;RHOH;#N/A
6066;RHOD;#N/A
6067;COX5B;#N/A
6068;AP4M1;#N/A
6069;RPH3A;#N/A
6070;RHBDF2;#N/A
6071;GNGT2;#N/A
6072;SERPINI1;#N/A
6073;INPP5E;#N/A
6074;MLLT6;#N/A
6075;NME4;#N/A
6076;COG5;#N/A
6077;BEGAIN;#N/A
6078;SNRNP48;#N/A
6079;GSG1;#N/A
6080;GPC1;#N/A
6081;RANBP1;#N/A
6082;KLRB1;#N/A
6083;TAF9B;#N/A
6084;RBM34;#N/A
6085;DAAM1;#N/A
6086;TAC1;#N/A
6087;PYCR1;#N/A
6088;TFAM;#N/A
6089;ABLIM1;#N/A
6090;POMP;#N/A
6091;SHC3;#N/A
6092;ZKSCAN4;#N/A
6093;RBMY1A1;#N/A
6094;CDH10;#N/A
6095;AKR7A2;#N/A
6096;TCEA2;#N/A
6097;CCPG1;#N/A
6098;IPO4;#N/A
6099;CRY2;#N/A
6100;SIK2;#N/A
6101;MEOX1;#N/A
6102;AK1;#N/A
6103;OSGEP;#N/A
6104;TIFA;#N/A
6105;COPS7B;#N/A
6106;DFFA;#N/A
6107;DNAJB8;#N/A
6108;PRMT7;#N/A
6109;GP1BA;#N/A
6110;PSAT1;#N/A
6111;ZBTB47;#N/A
6112;EBF3;#N/A
6113;NEUROD2;#N/A
6114;ARPP21;#N/A
6115;SCARB1;#N/A
6116;PAN3;#N/A
6117;MAFA;#N/A
6118;MUC16;#N/A
6119;SLC38A2;#N/A
6120;AMIGO1;#N/A
6121;CAB39;#N/A
6122;KHK;#N/A
6123;PABPC1L;#N/A
6124;F8;#N/A
6125;TRPC4;#N/A
6126;STON2;#N/A
6127;CCNJL;#N/A
6128;REG3A;#N/A
6129;CORO1C;#N/A
6130;ZNF217;x
6131;PRR12;#N/A
6132;ZCCHC7;#N/A
6133;WBP11;#N/A
6134;RPS29;#N/A
6135;ARPC1A;#N/A
6136;CYFIP2;#N/A
6137;C20orf27;#N/A
6138;PLEKHF2;#N/A
6139;OTUB2;#N/A
6140;HOXB1;#N/A
6141;CDR2;#N/A
6142;ZIC3;#N/A
6143;LRRC45;#N/A
6144;TRIP4;#N/A
6145;CENPH;#N/A
6146;GCG;#N/A
6147;MAPKAP1;#N/A
6148;AMMECR1L;#N/A
6149;UBL5;#N/A
6150;ACTN3;#N/A
6151;PBXIP1;#N/A
6152;LEPR;#N/A
6153;ECI1;#N/A
6154;COMMD5;#N/A
6155;DLGAP1;#N/A
6156;S100A10;#N/A
6157;FUT11;#N/A
6158;PPP1R3A;#N/A
6159;FBP1;#N/A
6160;C1orf112;#N/A
6161;NACAD;#N/A
6162;RFX1;#N/A
6163;WASF1;#N/A
6164;NECAP2;#N/A
6165;CYGB;#N/A
6166;KDM3B;#N/A
6167;EIF3K;#N/A
6168;DNAJC2;#N/A
6169;TET3;x
6170;TUT1;#N/A
6171;ZNF207;#N/A
6172;KLF16;#N/A
6173;ODF3L2;#N/A
6174;FKTN;#N/A
6175;HNRNPR;#N/A
6176;MOBP;#N/A
6177;EIF4A1;#N/A
6178;CUEDC1;#N/A
6179;CPEB1;#N/A
6180;PRKAG3;#N/A
6181;MAN2A2;#N/A
6182;FHL5;#N/A
6183;SSTR5;#N/A
6184;AICDA;#N/A
6185;CRTAM;#N/A
6186;TCAP;#N/A
6187;TYW1;#N/A
6188;EFNB1;#N/A
6189;SPANXN3;#N/A
6190;LONRF2;#N/A
6191;CD79A;x
6192;FAM210A;#N/A
6193;FOXP2;#N/A
6194;GUK1;#N/A
6195;IGHG4;#N/A
6196;KIAA1328;#N/A
6197;TUBA4B;#N/A
6198;CTDSP2;#N/A
6199;PKN3;#N/A
6200;MRPL48;#N/A
6201;DENND2D;#N/A
6202;PEX13;#N/A
6203;CCL3L1;#N/A
6204;SFMBT1;#N/A
6205;DLAT;#N/A
6206;KLHL13;#N/A
6207;UBXN2A;#N/A
6208;FBXL16;#N/A
6209;NR1H4;#N/A
6210;VPS25;#N/A
6211;TMX4;#N/A
6212;SPIN2B;#N/A
6213;SERPINI2;#N/A
6214;ALOXE3;#N/A
6215;KDM5B;#N/A
6216;PRRC2B;#N/A
6217;CHST9;#N/A
6218;LRRC39;#N/A
6219;RNF17;#N/A
6220;SENP3;#N/A
6221;MYBL1;x
6222;C7orf26;#N/A
6223;NUP88;#N/A
6224;NUP210;#N/A
6225;TIMM8A;#N/A
6226;FCRL3;#N/A
6227;GSS;#N/A
6228;BIN2;#N/A
6229;BCL2L2-PABPN1;#N/A
6230;ZNF587;#N/A
6231;RIMS4;#N/A
6232;USP29;#N/A
6233;TBC1D16;#N/A
6234;SLC30A3;#N/A
6235;ARFRP1;#N/A
6236;MID1;#N/A
6237;DCAF4L2;#N/A
6238;USP30;#N/A
6239;NEK3;#N/A
6240;SLC1A3;#N/A
6241;PAX1;#N/A
6242;SRGAP3;#N/A
6243;KRI1;#N/A
6244;ITGB1BP1;#N/A
6245;FES;x
6246;OLFM1;#N/A
6247;COPG2;#N/A
6248;MC5R;#N/A
6249;B3GALT2;#N/A
6250;NDUFV2;#N/A
6251;POLR3A;#N/A
6252;KRT35;#N/A
6253;TPH2;#N/A
6254;NFATC3;#N/A
6255;EIF2B2;#N/A
6256;SH2B1;#N/A
6257;GABBR1;#N/A
6258;TWF2;#N/A
6259;TCEAL4;#N/A
6260;C16orf87;#N/A
6261;ARFIP1;#N/A
6262;CASR;x
6263;NPHP1;#N/A
6264;KIF5C;#N/A
6265;LIMD1;#N/A
6266;TNFSF4;#N/A
6267;EPS8;#N/A
6268;NBEAL2;#N/A
6269;RRAGC;x
6270;HTR3B;#N/A
6271;SLTM;#N/A
6272;FARP1;#N/A
6273;TSC22D2;#N/A
6274;COMMD7;#N/A
6275;HCCS;#N/A
6276;DDX19A;#N/A
6277;TRAF7;#N/A
6278;ZNF366;#N/A
6279;MRPS5;#N/A
6280;MYF6;#N/A
6281;CLDN10;#N/A
6282;INTS3;#N/A
6283;TUBGCP5;#N/A
6284;TFDP2;#N/A
6285;COQ9;#N/A
6286;MBL2;#N/A
6287;SELPLG;#N/A
6288;CTCFL;#N/A
6289;NPAS2;#N/A
6290;RABGEF1;#N/A
6291;FUBP1;x
6292;PITX1;#N/A
6293;FLII;#N/A
6294;UTS2B;#N/A
6295;ZNHIT1;#N/A
6296;RPL34;#N/A
6297;ACTC1;#N/A
6298;GLCE;#N/A
6299;LLGL1;#N/A
6300;H3-5;#N/A
6301;NPC2;#N/A
6302;ACTR1A;#N/A
6303;INPP4A;#N/A
6304;NAIP;#N/A
6305;PGBD1;#N/A
6306;EPHA6;#N/A
6307;PRPF38A;#N/A
6308;ECEL1;#N/A
6309;GPRASP1;#N/A
6310;HTR2C;#N/A
6311;ELOA;#N/A
6312;IL7R;x
6313;MRPL38;#N/A
6314;NTF3;#N/A
6315;ARR3;#N/A
6316;OR10H3;#N/A
6317;TOR1A;#N/A
6318;CRLF1;#N/A
6319;KIF5A;#N/A
6320;KDM1B;#N/A
6321;SERPINE2;#N/A
6322;RUFY1;#N/A
6323;TTC17;#N/A
6324;ACLY;#N/A
6325;FEZ2;#N/A
6326;RHBDF1;#N/A
6327;DLST;#N/A
6328;NR1I3;#N/A
6329;CLCN3;#N/A
6330;FAM172A;#N/A
6331;TLX1;x
6332;ABLIM2;#N/A
6333;NME7;#N/A
6334;CHPF;#N/A
6335;SIGLEC7;#N/A
6336;FOSL1;#N/A
6337;ACIN1;#N/A
6338;ALG5;#N/A
6339;CSRP1;#N/A
6340;RAMP3;#N/A
6341;CD47;#N/A
6342;KLHDC2;#N/A
6343;PDGFA;#N/A
6344;PMEPA1;#N/A
6345;SPN;#N/A
6346;MATN4;#N/A
6347;KLK8;#N/A
6348;BTBD8;#N/A
6349;LCN1;#N/A
6350;GLYR1;#N/A
6351;A2ML1;#N/A
6352;KCNQ5;#N/A
6353;NME8;#N/A
6354;KCNAB2;#N/A
6355;ASNS;#N/A
6356;ALOX5AP;#N/A
6357;WDFY1;#N/A
6358;SUPT6H;#N/A
6359;PEX2;#N/A
6360;DROSHA;#N/A
6361;GPR143;#N/A
6362;RBM15B;#N/A
6363;F13B;#N/A
6364;MAGEC1;#N/A
6365;AGRN;#N/A
6366;BMP6;#N/A
6367;MFGE8;#N/A
6368;SYT5;#N/A
6369;RASGRP3;#N/A
6370;RANBP10;#N/A
6371;VTA1;#N/A
6372;YPEL5;#N/A
6373;DPH3;#N/A
6374;PPP1R9A;#N/A
6375;SPZ1;#N/A
6376;NR1D2;#N/A
6377;DPY19L2;#N/A
6378;LCE3C;#N/A
6379;DNMBP;#N/A
6380;JAG1;#N/A
6381;MLPH;#N/A
6382;MORC1;#N/A
6383;SAMD9;#N/A
6384;HMG20B;#N/A
6385;CALB1;#N/A
6386;KLK7;#N/A
6387;DIRAS3;#N/A
6388;ARHGAP8;#N/A
6389;HNRNPA1L2;#N/A
6390;FAM168A;#N/A
6391;FLT3;x
6392;POU4F1;#N/A
6393;CSPG4;#N/A
6394;TEKT4;#N/A
6395;DDIT4;#N/A
6396;PAFAH1B2;#N/A
6397;CD69;#N/A
6398;MAN2A1;#N/A
6399;RNF8;#N/A
6400;GRID2;#N/A
6401;ARIH2;#N/A
6402;CD300C;#N/A
6403;RNF130;#N/A
6404;PDHB;#N/A
6405;ANK3;#N/A
6406;TBCD;#N/A
6407;MYBPHL;#N/A
6408;TIMELESS;#N/A
6409;HTR1E;#N/A
6410;EIF5A;#N/A
6411;SPDL1;#N/A
6412;CCT6B;#N/A
6413;SYT16;#N/A
6414;NCOA5;#N/A
6415;TOP3A;#N/A
6416;TRAPPC3;#N/A
6417;ABCC12;#N/A
6418;KCTD3;#N/A
6419;IWS1;#N/A
6420;MYO5B;#N/A
6421;PLXNA4;#N/A
6422;EPHB3;#N/A
6423;ACOT7;#N/A
6424;TXLNB;#N/A
6425;UQCRC2;#N/A
6426;CCNB1IP1;#N/A
6427;ART3;#N/A
6428;UNC13A;#N/A
6429;NMRK2;#N/A
6430;EXOC3;#N/A
6431;LSM2;#N/A
6432;REG1B;#N/A
6433;CACNB4;#N/A
6434;ABCF2;#N/A
6435;OBSCN;#N/A
6436;POLR1G;#N/A
6437;ZNF579;#N/A
6438;CDK5R2;#N/A
6439;TRIP10;#N/A
6440;RXFP2;#N/A
6441;GRIA3;#N/A
6442;CTDP1;#N/A
6443;TCTN3;#N/A
6444;PRAM1;#N/A
6445;RAB40B;#N/A
6446;CRTC3;#N/A
6447;FNDC4;#N/A
6448;ASB3;#N/A
6449;CDKN2C;x
6450;PTDSS2;#N/A
6451;LAMB4;#N/A
6452;SNTG1;#N/A
6453;TH;#N/A
6454;RTBDN;#N/A
6455;ZNF8;#N/A
6456;CDC26;#N/A
6457;RNF146;#N/A
6458;DHPS;#N/A
6459;SDHD;x
6460;TRIM56;#N/A
6461;ODF1;#N/A
6462;AKAP6;#N/A
6463;KCNA2;#N/A
6464;FGF9;x
6465;GTF2E1;#N/A
6466;EMB;#N/A
6467;TMEM230;#N/A
6468;ICAM2;#N/A
6469;ATP6V0A1;#N/A
6470;GYS1;#N/A
6471;PPRC1;#N/A
6472;S100Z;#N/A
6473;PCDH9;#N/A
6474;RRAGA;#N/A
6475;ROBO4;#N/A
6476;HNRNPUL1;#N/A
6477;ATAD3B;#N/A
6478;PUS7;#N/A
6479;DNAH11;#N/A
6480;SCAMP3;#N/A
6481;FAM107A;#N/A
6482;POLR1E;#N/A
6483;ZC3H14;#N/A
6484;COBL;#N/A
6485;EIF4EBP1;#N/A
6486;FBXO17;#N/A
6487;BMX;#N/A
6488;OLFM4;#N/A
6489;UTP18;#N/A
6490;AKR1B15;#N/A
6491;KLHL2;#N/A
6492;NAP1L4;#N/A
6493;RNF217;#N/A
6494;CORT;#N/A
6495;EPB41L1;#N/A
6496;CIZ1;#N/A
6497;SEMA3F;#N/A
6498;MRPS18A;#N/A
6499;ZNF510;#N/A
6500;FAM153B;#N/A
6501;CDKN1C;x
6502;RPL36A;#N/A
6503;APCS;#N/A
6504;NFRKB;#N/A
6505;NTMT1;#N/A
6506;SYP;#N/A
6507;SDHAF2;x
6508;PTF1A;#N/A
6509;THAP11;#N/A
6510;CCL4;#N/A
6511;DSC1;#N/A
6512;E2F2;#N/A
6513;NUBP1;#N/A
6514;USP28;#N/A
6515;CDC42SE2;#N/A
6516;RHPN1;#N/A
6517;HSPB9;#N/A
6518;NRF1;#N/A
6519;YEATS2;#N/A
6520;CDC123;#N/A
6521;FLG;#N/A
6522;MAGOHB;#N/A
6523;MAP3K12;#N/A
6524;LAX1;#N/A
6525;CCNB3;x
6526;MORN3;#N/A
6527;PELO;#N/A
6528;GRIN3A;#N/A
6529;MYLK3;#N/A
6530;MDM1;#N/A
6531;CCL11;#N/A
6532;NCAPD2;#N/A
6533;MKNK1;#N/A
6534;LANCL2;#N/A
6535;COMMD4;#N/A
6536;TRIM68;#N/A
6537;BLMH;#N/A
6538;RIBC2;#N/A
6539;SLC8A3;#N/A
6540;PDLIM3;#N/A
6541;IL5RA;#N/A
6542;RAD51AP1;#N/A
6543;DNAJA4;#N/A
6544;BFSP1;#N/A
6545;ZCCHC9;#N/A
6546;PDCD4;#N/A
6547;ENC1;#N/A
6548;TUT7;#N/A
6549;LARGE2;#N/A
6550;DCLRE1A;#N/A
6551;PLP1;#N/A
6552;CD163;#N/A
6553;NFKBIL1;#N/A
6554;PGAM5;#N/A
6555;PPP1R3C;#N/A
6556;BHLHE41;#N/A
6557;C7orf25;#N/A
6558;CD300LF;#N/A
6559;TFAP2C;#N/A
6560;CNTFR;#N/A
6561;DET1;#N/A
6562;PLEKHB2;#N/A
6563;PIK3R4;#N/A
6564;HECTD3;#N/A
6565;SNCAIP;#N/A
6566;SPINK7;#N/A
6567;PPAN;#N/A
6568;UNC45B;#N/A
6569;XPR1;#N/A
6570;GH2;#N/A
6571;SLC15A5;#N/A
6572;ADCYAP1R1;#N/A
6573;SLC47A1;#N/A
6574;C18orf54;#N/A
6575;TMEM131;#N/A
6576;H2AC15;#N/A
6577;LYL1;#N/A
6578;ZNF174;#N/A
6579;PDC;#N/A
6580;ANGPT4;#N/A
6581;PLRG1;#N/A
6582;SPEG;#N/A
6583;DHX16;#N/A
6584;HIP1;#N/A
6585;SERPINB12;#N/A
6586;ZMAT2;#N/A
6587;CFHR5;#N/A
6588;MRPS14;#N/A
6589;MAB21L1;#N/A
6590;CCDC85C;#N/A
6591;BCCIP;#N/A
6592;SHANK1;#N/A
6593;DDX46;#N/A
6594;ADAM9;#N/A
6595;MND1;#N/A
6596;COIL;#N/A
6597;POLR3D;#N/A
6598;HOOK2;#N/A
6599;TSPYL5;#N/A
6600;WDR35;#N/A
6601;SSBP3;#N/A
6602;GGA2;#N/A
6603;IFT172;#N/A
6604;PACSIN1;#N/A
6605;DHRS7;#N/A
6606;POGK;#N/A
6607;NASP;#N/A
6608;ARID5B;x
6609;ERP44;#N/A
6610;GNAT1;#N/A
6611;GHRL;#N/A
6612;DSC2;#N/A
6613;GCK;#N/A
6614;CCDC138;#N/A
6615;TMEM214;#N/A
6616;CACNA1I;#N/A
6617;CLP1;#N/A
6618;PYCR2;#N/A
6619;DECR1;#N/A
6620;WRNIP1;#N/A
6621;PPP1R15A;#N/A
6622;DTWD1;#N/A
6623;TNKS1BP1;#N/A
6624;IFT52;#N/A
6625;PTP4A2;#N/A
6626;UMOD;#N/A
6627;GJA8;#N/A
6628;AHCYL1;#N/A
6629;NCS1;#N/A
6630;HS6ST2;#N/A
6631;HTR6;#N/A
6632;INTS5;#N/A
6633;MANEA;#N/A
6634;CDX4;#N/A
6635;NXT1;#N/A
6636;ZNF624;#N/A
6637;MYO1B;#N/A
6638;SRSF2;#N/A
6639;RECQL;x
6640;FAM135B;#N/A
6641;ALX4;#N/A
6642;KPRP;#N/A
6643;UBXN2B;#N/A
6644;HPCA;#N/A
6645;BBS2;#N/A
6646;SCOC;#N/A
6647;AGT;#N/A
6648;CCL8;#N/A
6649;FDXR;#N/A
6650;TM2D1;#N/A
6651;AAGAB;#N/A
6652;C5;#N/A
6653;TTBK1;#N/A
6654;ENTPD4;#N/A
6655;LAMA3;#N/A
6656;FBXL22;#N/A
6657;EIF3J;#N/A
6658;USE1;#N/A
6659;GJB2;#N/A
6660;TRIOBP;#N/A
6661;GDF2;#N/A
6662;PIM2;#N/A
6663;FNBP1;#N/A
6664;BARHL1;#N/A
6665;CCDC172;#N/A
6666;TTYH3;#N/A
6667;AKAP12;#N/A
6668;SRCAP;#N/A
6669;CLEC1A;#N/A
6670;PENK;#N/A
6671;CAP1;#N/A
6672;PARVA;#N/A
6673;CEP68;#N/A
6674;CPS1;#N/A
6675;STT3B;#N/A
6676;NTF4;#N/A
6677;NT5DC2;#N/A
6678;EDN1;#N/A
6679;QSOX2;#N/A
6680;UVRAG;#N/A
6681;MAK16;#N/A
6682;SNCG;#N/A
6683;SDC4;#N/A
6684;MTPN;#N/A
6685;RFX4;#N/A
6686;SPHKAP;#N/A
6687;GAL;#N/A
6688;PFKFB2;#N/A
6689;ATP2B1;#N/A
6690;MOSPD2;#N/A
6691;BBS4;#N/A
6692;INSL3;#N/A
6693;IFI35;#N/A
6694;ZSCAN29;#N/A
6695;FAM219A;#N/A
6696;CDC42EP3;#N/A
6697;EZH1;x
6698;FLYWCH2;#N/A
6699;GZMK;#N/A
6700;SPAG5;#N/A
6701;FBXO31;#N/A
6702;MAPK8IP1;#N/A
6703;NTNG2;#N/A
6704;KCMF1;#N/A
6705;FUNDC2;#N/A
6706;FBXL19;#N/A
6707;MAP3K8;#N/A
6708;PIK3C2B;x
6709;RND2;#N/A
6710;HMBS;#N/A
6711;HINFP;#N/A
6712;NFYC;#N/A
6713;EIF2B3;#N/A
6714;MAP2K5;#N/A
6715;CMBL;#N/A
6716;C11orf58;#N/A
6717;LPA;#N/A
6718;RCVRN;#N/A
6719;PDP1;#N/A
6720;SNRPA;#N/A
6721;MED18;#N/A
6722;CLPX;#N/A
6723;PTOV1;#N/A
6724;NMU;#N/A
6725;CYSLTR2;x
6726;KCNH2;#N/A
6727;TFB2M;#N/A
6728;PPP1R18;#N/A
6729;NPM3;#N/A
6730;MRPS11;#N/A
6731;PRRG3;#N/A
6732;MTPAP;#N/A
6733;GLIS3;#N/A
6734;CRP;#N/A
6735;GCC2;#N/A
6736;PARP16;#N/A
6737;TARBP1;#N/A
6738;SH3GL1;#N/A
6739;SYT4;#N/A
6740;GCM1;#N/A
6741;AP3S1;#N/A
6742;CELF1;#N/A
6743;CARD9;#N/A
6744;LAMP1;#N/A
6745;SELENOV;#N/A
6746;EPB41L2;#N/A
6747;MAPK1IP1L;#N/A
6748;SETD5;#N/A
6749;CHKB;#N/A
6750;GRK5;#N/A
6751;RPP25;#N/A
6752;DCUN1D2;#N/A
6753;PCOLCE2;#N/A
6754;IFIT1B;#N/A
6755;GPBP1;#N/A
6756;ZNF585B;#N/A
6757;MFSD3;#N/A
6758;GNGT1;#N/A
6759;MYH2;#N/A
6760;RPGR;#N/A
6761;SH2D1B;#N/A
6762;GPR89B;#N/A
6763;CD80;#N/A
6764;VRK2;#N/A
6765;MRPS33;#N/A
6766;ANAPC16;#N/A
6767;MAGI2;x
6768;NUPR1;#N/A
6769;PTGES3L-AARSD1;#N/A
6770;MRPS35;#N/A
6771;RSAD2;#N/A
6772;SGMS2;#N/A
6773;MXD1;#N/A
6774;CLUAP1;#N/A
6775;RHBDL1;#N/A
6776;TMEFF1;#N/A
6777;PDCD2L;#N/A
6778;PRSS50;#N/A
6779;CLCN2;#N/A
6780;SDHAF1;#N/A
6781;RTF1;#N/A
6782;MYG1;#N/A
6783;SMYD2;#N/A
6784;MOK;#N/A
6785;SUGP2;#N/A
6786;VPS4A;#N/A
6787;EXT1;x
6788;DCAF11;#N/A
6789;HIP1R;#N/A
6790;IRF9;#N/A
6791;RHO;#N/A
6792;SORD;#N/A
6793;KLF8;#N/A
6794;RBP1;#N/A
6795;MYH11;x
6796;HP1BP3;#N/A
6797;MC1R;#N/A
6798;ELL3;#N/A
6799;CARD11;x
6800;CYTH1;#N/A
6801;KRTAP10-1;#N/A
6802;ZNF286A;#N/A
6803;MRAP2;#N/A
6804;DIS3L;#N/A
6805;HNRNPUL2;#N/A
6806;ATG9A;#N/A
6807;MANEAL;#N/A
6808;HAL;#N/A
6809;DNTTIP2;#N/A
6810;SRSF7;#N/A
6811;NSUN4;#N/A
6812;MED8;#N/A
6813;TFEB;#N/A
6814;DDX10;#N/A
6815;DPYSL2;#N/A
6816;PASK;#N/A
6817;BRD2;#N/A
6818;DCAF12L1;#N/A
6819;L1CAM;#N/A
6820;ZNF566;#N/A
6821;OPN4;#N/A
6822;COMMD3;#N/A
6823;ATG3;#N/A
6824;CADM1;#N/A
6825;CHTOP;#N/A
6826;DHRS4;#N/A
6827;RRM2B;#N/A
6828;PAX4;#N/A
6829;VWA5B2;#N/A
6830;WWC2;#N/A
6831;HMGCR;#N/A
6832;EPHA5;#N/A
6833;WFIKKN1;#N/A
6834;HCN2;#N/A
6835;BST2;#N/A
6836;DCAF4L1;#N/A
6837;CUL7;#N/A
6838;FBXL2;#N/A
6839;XPO6;#N/A
6840;ZNF316;#N/A
6841;OPRK1;#N/A
6842;AMDHD2;#N/A
6843;ATP5MG;#N/A
6844;ERC2;#N/A
6845;SS18L2;#N/A
6846;ZNF417;#N/A
6847;TRAPPC6B;#N/A
6848;LRRC8E;#N/A
6849;ZIC4;#N/A
6850;PRLR;#N/A
6851;IFT74;#N/A
6852;FECH;#N/A
6853;CCDC148;#N/A
6854;SGPL1;#N/A
6855;DYNC1I1;#N/A
6856;DGKI;#N/A
6857;FASTKD2;#N/A
6858;MFN2;#N/A
6859;CLK1;#N/A
6860;CDC42EP4;#N/A
6861;IFT46;#N/A
6862;DEPDC5;#N/A
6863;ARL6;#N/A
6864;ECHDC2;#N/A
6865;KITLG;#N/A
6866;ABRA;#N/A
6867;ERO1B;#N/A
6868;HOXB6;#N/A
6869;NAT10;#N/A
6870;KRT81;#N/A
6871;PREX1;#N/A
6872;KLF12;#N/A
6873;PCBP2;#N/A
6874;OTX1;#N/A
6875;HOXD12;#N/A
6876;C20orf203;#N/A
6877;NEB;#N/A
6878;ZNF211;#N/A
6879;TAGLN2;#N/A
6880;KATNB1;#N/A
6881;C1orf94;#N/A
6882;POF1B;#N/A
6883;SCLY;#N/A
6884;GDF6;#N/A
6885;STK36;#N/A
6886;PDIA4;#N/A
6887;TTR;#N/A
6888;CLCA1;#N/A
6889;MT-CO2;#N/A
6890;EID1;#N/A
6891;POM121C;#N/A
6892;RMND1;#N/A
6893;MT-ND4;#N/A
6894;INO80E;#N/A
6895;ASB9;#N/A
6896;PRKCQ;#N/A
6897;POLR3B;#N/A
6898;UBE2D4;#N/A
6899;TSEN15;#N/A
6900;ZNF20;#N/A
6901;SETD1B;#N/A
6902;METTL3;#N/A
6903;MT-CO1;#N/A
6904;VENTX;#N/A
6905;ZNFX1;#N/A
6906;ANKRD6;#N/A
6907;RPL37;#N/A
6908;TRAF3IP2;#N/A
6909;IL1RAPL1;#N/A
6910;PEX7;#N/A
6911;ABCF1;#N/A
6912;CWF19L2;#N/A
6913;NDUFV3;#N/A
6914;WDR1;#N/A
6915;PHF21A;#N/A
6916;TNFRSF4;#N/A
6917;DDX25;#N/A
6918;MTHFD1L;#N/A
6919;IGFL3;#N/A
6920;IGFL2;#N/A
6921;C8B;#N/A
6922;USP6NL;#N/A
6923;GLUL;#N/A
6924;IKZF4;#N/A
6925;SLK;#N/A
6926;SMPD4;#N/A
6927;CDC37L1;#N/A
6928;EXT2;#N/A
6929;PLEKHA6;#N/A
6930;CCDC68;#N/A
6931;KLK10;#N/A
6932;CCR2;#N/A
6933;ATP6V1E1;#N/A
6934;CAMK2B;#N/A
6935;FAM120A;#N/A
6936;BNIP3;#N/A
6937;FBXL5;#N/A
6938;INSM1;#N/A
6939;DTWD2;#N/A
6940;REM1;#N/A
6941;STX19;#N/A
6942;PTPRC;#N/A
6943;RPP25L;#N/A
6944;KLHDC10;#N/A
6945;YARS2;#N/A
6946;LYRM7;#N/A
6947;PHGDH;#N/A
6948;RBM17;#N/A
6949;IL15RA;#N/A
6950;STBD1;#N/A
6951;ELAVL3;#N/A
6952;PEX6;#N/A
6953;ANKS6;#N/A
6954;KRT34;#N/A
6955;BCL9;x
6956;TPT1;#N/A
6957;MYOM1;#N/A
6958;ATF6B;#N/A
6959;RARG;#N/A
6960;RFXAP;#N/A
6961;SRRT;#N/A
6962;PTAFR;#N/A
6963;APOL2;#N/A
6964;GANAB;#N/A
6965;NFIC;#N/A
6966;GNL2;#N/A
6967;ZNF17;#N/A
6968;CHMP5;#N/A
6969;PROP1;#N/A
6970;ATP5PD;#N/A
6971;TMEM174;#N/A
6972;SERBP1;#N/A
6973;TCHH;#N/A
6974;TBPL1;#N/A
6975;PDZD11;#N/A
6976;WARS1;#N/A
6977;ZBTB8A;#N/A
6978;SEC24B;#N/A
6979;NFKBIE;#N/A
6980;NHLH1;#N/A
6981;MDH2;#N/A
6982;LRIG1;#N/A
6983;NGF;#N/A
6984;S100A7A;#N/A
6985;TNFRSF19;#N/A
6986;SLC30A1;#N/A
6987;MT-ND5;#N/A
6988;CABP2;#N/A
6989;GAD1;#N/A
6990;DLL1;#N/A
6991;SH3GLB2;#N/A
6992;ATP1A4;#N/A
6993;SMOC1;#N/A
6994;NOP10;#N/A
6995;RNF168;#N/A
6996;TCOF1;#N/A
6997;LIME1;#N/A
6998;PRDM15;#N/A
6999;MDFIC;#N/A
7000;CENPS;#N/A
7001;WDR45;#N/A
7002;S100A2;#N/A
7003;SRP72;x
7004;EDF1;#N/A
7005;LDHB;#N/A
7006;CEP85;#N/A
7007;UVSSA;#N/A
7008;EDNRB;#N/A
7009;TLE3;#N/A
7010;AP3M1;#N/A
7011;PCSK9;#N/A
7012;SGCZ;#N/A
7013;OR2T6;#N/A
7014;UCP2;#N/A
7015;TOMM70;#N/A
7016;MAP4K1;#N/A
7017;CDCA7;#N/A
7018;UQCR10;#N/A
7019;IMPACT;#N/A
7020;CRHR1;#N/A
7021;CABP5;#N/A
7022;MST1R;x
7023;NGRN;#N/A
7024;C8orf33;#N/A
7025;YARS1;#N/A
7026;FCN2;#N/A
7027;EHD1;#N/A
7028;NBAS;#N/A
7029;FOXF2;#N/A
7030;NR1D1;#N/A
7031;IFNW1;#N/A
7032;ZNF585A;#N/A
7033;DCAF6;#N/A
